Wall time,Step,Value,
1644340392.28003,1,0.244510442018509,
1644340435.90576,2,0.223931267857552,
1644340478.67338,3,0.269332766532898,
1644340521.78648,4,0.302217036485672,
1644340564.97987,5,0.335843861103058,
1644340607.1384,6,0.362681657075882,
1644340648.91343,7,0.366606563329697,
1644340691.19929,8,0.373289495706558,
1644340733.6593,9,0.418903142213821,
1644340775.66663,10,0.401506304740906,
1644340818.4543,11,0.421342939138413,
1644340860.9324,12,0.424949616193771,
1644340903.00013,13,0.418584913015366,
1644340944.4865,14,0.433329790830612,
1644340986.80975,15,0.435663521289825,
1644341029.07521,16,0.453696817159653,
1644341070.98564,17,0.440967440605164,
1644341113.14597,18,0.417205899953842,
1644341154.8504,19,0.4446801841259,
1644341196.76583,20,0.470032870769501,
1644341238.73768,21,0.453272521495819,
1644341281.24138,22,0.437360763549805,
1644341323.49087,23,0.440118819475174,
1644341365.81679,24,0.444998413324356,
1644341407.86083,25,0.456985265016556,
1644341450.59866,26,0.458682507276535,
1644341494.77478,27,0.463456034660339,
1644341538.67179,28,0.449347615242004,
1644341582.49683,29,0.454651534557343,
1644341626.99767,30,0.43958842754364,
1644341670.50726,31,0.456879168748856,
1644341713.12467,32,0.448817223310471,
1644341755.07038,33,0.451893508434296,
1644341797.26165,34,0.460167616605759,
1644341839.40953,35,0.460273683071137,
1644341881.24164,36,0.464092493057251,
1644341923.88962,37,0.466638386249542,
1644341966.16496,38,0.502811074256897,
1644342007.83439,39,0.473957777023315,
1644342050.84061,40,0.482550114393234,
1644342092.65652,41,0.439376264810562,
1644342133.82909,42,0.437572926282883,
1644342175.54484,43,0.448286831378937,
1644342217.6484,44,0.473109155893326,
1644342259.28464,45,0.427707642316818,
1644342300.86106,46,0.398217886686325,
1644342342.45424,47,0.422828048467636,
1644342384.26659,48,0.454651534557343,
1644342425.74743,49,0.43439057469368,
1644342467.5063,50,0.428768426179886,
1644342509.33723,51,0.420388251543045,
1644342551.12083,52,0.444043695926666,
1644342593.12946,53,0.462925642728806,
1644342635.43483,54,0.473427385091782,
1644342677.65051,55,0.439906656742096,
1644342719.80408,56,0.455181926488876,
1644342764.46542,57,0.450726628303528,
1644342807.24024,58,0.477246195077896,
1644342849.31772,59,0.496128141880035,
1644342892.11937,60,0.444786250591278,
1644342934.18229,61,0.461016237735748,
1644342975.89536,62,0.435027062892914,
1644343017.68197,63,0.40118807554245,
1644343061.39352,64,0.463456034660339,
1644343103.50114,65,0.462289154529572,
1644343145.38244,66,0.442664682865143,
1644343188.14916,67,0.46250131726265,
1644343230.31343,68,0.459849357604981,
1644343272.5597,69,0.431314319372177,
1644343314.78734,70,0.420918643474579,
1644343357.21375,71,0.447968602180481,
1644343400.38603,72,0.447862535715103,
1644343442.64957,73,0.473533481359482,
1644343485.59372,74,0.482656210660934,
1644343528.24406,75,0.452105641365051,
1644343572.05338,76,0.442028224468231,
1644343615.78378,77,0.468866020441055,
1644343658.24363,78,0.454439371824265,
1644343702.50258,79,0.480428546667099,
1644343745.29453,80,0.47183620929718,
1644343787.96657,81,0.498992264270783,
1644343830.35439,82,0.460167616605759,
1644343872.68327,83,0.414447873830795,
1644343915.84675,84,0.463137805461884,
1644343958.42388,85,0.447013884782791,
1644344001.1666,86,0.478625237941742,
1644344043.56538,87,0.477140128612518,
1644344085.47821,88,0.459637224674225,
1644344128.68929,89,0.451150953769684,
1644344171.63703,90,0.472154438495636,
1644344214.41207,91,0.488384425640106,
1644344257.3936,92,0.470669358968735,
1644344300.27965,93,0.408825725317001,
1644344342.78782,94,0.433860182762146,
1644344385.67835,95,0.455075860023499,
1644344428.80642,96,0.450938791036606,
1644344471.72299,97,0.447332143783569,
1644344514.19042,98,0.452317804098129,
1644344557.11142,99,0.393868684768677,
1644344599.89983,100,0.430996060371399,
1644344642.24581,101,0.463774263858795,
1644344684.47492,102,0.466426223516464,
1644344727.91832,103,0.461864858865738,
1644344770.46683,104,0.462819546461105,
1644344813.05746,105,0.46769917011261,
1644344856.46307,106,0.466532289981842,
1644344898.81486,107,0.462713479995728,
1644344941.20554,108,0.46165269613266,
1644344984.36142,109,0.474806398153305,
1644345026.52361,110,0.461016237735748,
1644345069.15886,111,0.474169939756393,
1644345112.36401,112,0.472048372030258,
1644345155.92491,113,0.479367762804031,
1644345198.47867,114,0.488490492105484,
1644345241.23003,115,0.501113831996918,
1644345284.88193,116,0.488384425640106,
1644345327.39256,117,0.498249709606171,
1644345370.41596,118,0.476291507482529,
1644345413.44828,119,0.464516818523407,
1644345455.87392,120,0.477564454078674,
1644345498.76014,121,0.464941114187241,
1644345542.50666,122,0.469820737838745,
1644345585.81621,123,0.482656210660934,
1644345628.85062,124,0.485626399517059,
1644345672.23754,125,0.444361925125122,
1644345715.1898,126,0.449984073638916,
1644345757.83232,127,0.480110317468643,
1644345800.82057,128,0.452105641365051,
1644345843.55259,129,0.504296183586121,
1644345885.98641,130,0.506205558776856,
1644345928.36868,131,0.470138967037201,
1644345971.56301,132,0.485308170318604,
1644346014.49574,133,0.504826545715332,
1644346057.51532,134,0.508645355701447,
1644346100.93164,135,0.513843238353729,
1644346143.92234,136,0.491672843694687,
1644346188.19105,137,0.505144774913788,
1644346232.71017,138,0.51607084274292,
1644346278.32156,139,0.454439371824265,
1644346323.21132,140,0.443195074796677,
1644346367.92525,141,0.464092493057251,
1644346412.9106,142,0.481489330530167,
1644346458.46605,143,0.492733627557755,
1644346502.62661,144,0.507160305976868,
1644346546.81534,145,0.460379749536514,
1644346590.84638,146,0.462819546461105,
1644346635.70482,147,0.491566777229309,
1644346679.33632,148,0.454651534557343,
1644346723.05297,149,0.461334466934204,
1644346769.50374,150,0.467380940914154,
1644346815.28784,151,0.492097169160843,
1644346862.30066,152,0.477670520544052,
1644346908.94024,153,0.489233046770096,
1644346952.75264,154,0.477670520544052,
1644346997.16879,155,0.495067358016968,
1644347041.78324,156,0.437678992748261,
1644347085.63178,157,0.484459519386292,
1644347131.16188,158,0.458576440811157,
1644347176.49692,159,0.419751763343811,
1644347221.09105,160,0.459318965673447,
1644347264.78909,161,0.44542270898819,
1644347308.36228,162,0.437678992748261,
1644347352.443,163,0.436724305152893,
1644347397.15305,164,0.466001898050308,
1644347441.26568,165,0.446695655584335,
1644347484.78977,166,0.479049533605576,
1644347529.73177,167,0.480852872133255,
1644347573.62231,168,0.486687183380127,
1644347617.48132,169,0.480640709400177,
1644347661.47602,170,0.433329790830612,
1644347705.07305,171,0.462183088064194,
1644347748.99778,172,0.471305817365646,
1644347793.2732,173,0.445316642522812,
1644347837.24155,174,0.420812547206879,
1644347881.09497,175,0.455924481153488,
1644347924.58398,176,0.436936467885971,
1644347969.16728,177,0.459849357604981,
1644348012.73715,178,0.5059934258461,
1644348056.61101,179,0.466214060783386,
1644348100.12966,180,0.431208223104477,
1644348145.40161,181,0.447968602180481,
1644348191.21922,182,0.452742129564285,
1644348235.58537,183,0.4446801841259,
1644348278.47828,184,0.481277167797089,
1644348321.52775,185,0.476715803146362,
1644348364.53985,186,0.492521494626999,
1644348407.52844,187,0.375092804431915,
1644348450.44948,188,0.437148600816727,
1644348494.11306,189,0.470987588167191,
1644348536.99178,190,0.478200912475586,
1644348579.46447,191,0.47777658700943,
1644348622.82821,192,0.463137805461884,
1644348667.25655,193,0.475973278284073,
1644348710.39868,194,0.463031709194183,
1644348753.84437,195,0.473215222358704,
1644348797.7889,196,0.485520303249359,
1644348840.95998,197,0.4071284532547,
1644348883.95685,198,0.405855506658554,
1644348927.65164,199,0.429192751646042,
1644348971.07763,200,0.404582589864731,0.51607084274292
