Wall time,Round,Iteration,Value,
1644261900.95274,1,1000,0.237373232841492,
1644262114.38476,2,2000,0.261572450399399,
1644262333.22823,3,3000,0.323024392127991,
1644262552.29174,4,4000,0.362285375595093,
1644262777.69163,5,5000,0.393714219331741,
1644263007.04621,6,6000,0.424339801073074,
1644263232.07249,7,7000,0.433376848697662,
1644263397.88291,8,8000,0.456270724534988,
1644263553.81226,9,9000,0.469826281070709,
1644263709.82174,10,10000,0.481072396039963,
1644263864.92483,11,11000,0.498343199491501,
1644264023.09931,12,12000,0.50587409734726,
1644264184.98546,13,13000,0.517823100090027,
1644264346.9688,14,14000,0.534692227840424,
1644264513.82549,15,15000,0.537704586982727,
1644264672.49631,16,16000,0.558489799499512,
1644264822.71874,17,17000,0.554573774337769,
1644265027.34251,18,18000,0.570539236068726,
1644265239.88787,19,19000,0.57174414396286,
1644265455.68964,20,20000,0.572949111461639,
1644265673.29146,21,21000,0.57977706193924,
1644265889.24617,22,22000,0.593433082103729,
1644266105.22929,23,23000,0.601466000080109,
1644266311.09527,24,24000,0.604478359222412,
1644266522.81966,25,25000,0.613214194774628,
1644266741.895,26,26000,0.617933511734009,
1644266926.28249,27,27000,0.622452080249786,
1644267075.29853,28,28000,0.624058663845062,
1644267232.71087,29,29000,0.631890773773193,
1644267389.05013,30,30000,0.632794439792633,
1644267543.99441,31,31000,0.637614190578461,
1644267697.90972,32,32000,0.639923691749573,
1644267852.2468,33,33000,0.640024125576019,
1644268005.97369,34,34000,0.646149218082428,
1644268160.16639,35,35000,0.65187269449234,
1644268315.59996,36,36000,0.651169776916504,
1644268466.5933,37,37000,0.65588915348053,
1644268619.38218,38,38000,0.652475118637085,
1644268766.64278,39,39000,0.658499836921692,
1644268917.68974,40,40000,0.662315487861633,
1644269068.55115,41,41000,0.665930330753326,
1644269218.09912,42,42000,0.674666106700897,
1644269367.34579,43,43000,0.672457098960876,
1644269513.40115,44,44000,0.669444739818573,
1644269665.28898,45,45000,0.674666106700897,
1644269814.65188,46,46000,0.670549273490906,
1644269970.12579,47,47000,0.683401942253113,
1644270121.84571,48,48000,0.68289989233017,
1644270314.92356,49,49000,0.681092500686646,
1644270536.04045,50,50000,0.681494116783142,
1644270751.51701,51,51000,0.683301508426666,
1644270969.3313,52,52000,0.685008525848389,
1644271144.76048,53,53000,0.688020884990692,
1644271302.25388,54,54000,0.688924610614777,
1644271455.71512,55,55000,0.692439019680023,
1644271606.33034,56,56000,0.687418401241303,
1644271762.12058,57,57000,0.695451378822327,
1644271916.69914,58,58000,0.69284063577652,
1644272082.39475,59,59000,0.69223815202713,
1644272247.05384,60,60000,0.695451378822327,
1644272404.33207,61,61000,0.699066162109375,
1644272562.94876,62,62000,0.700371503829956,
1644272718.43309,63,63000,0.700572371482849,
1644272869.54622,64,64000,0.700973987579346,
1644273019.88248,65,65000,0.702279329299927,
1644273171.48499,66,66000,0.702881813049316,
1644273327.00029,67,67000,0.703885912895203,
1644273483.19091,68,68000,0.704689204692841,
1644273634.3049,69,69000,0.709709823131561,
1644273801.75153,70,70000,0.707099080085754,
1644273976.93065,71,71000,0.707902371883392,
1644274188.74236,72,72000,0.716136157512665,
1644274407.03243,73,73000,0.711215972900391,
1644274626.06408,74,74000,0.708906531333923,
1644274840.71018,75,75000,0.713224232196808,
1644275053.1842,76,76000,0.71332460641861,
1644275277.0917,77,77000,0.715935349464417,
1644275606.17821,78,78000,0.717039883136749,
1644275977.37861,79,79000,0.714730381965637,
1644276297.01933,80,80000,0.721056342124939,
1644276572.63327,81,81000,0.717943549156189,
1644276788.00781,82,82000,0.713826715946198,
1644277012.34768,83,83000,0.717843174934387,
1644277231.86192,84,84000,0.721960008144379,
1644277445.20873,85,85000,0.717441499233246,
1644277701.51841,86,86000,0.721056342124939,
1644277863.72614,87,87000,0.725273609161377,
1644278023.00537,88,88000,0.721859633922577,
1644278181.7195,89,89000,0.727281868457794,
1644278415.09567,90,90000,0.727583110332489,
1644278640.93718,91,91000,0.727683484554291,
1644278874.26871,92,92000,0.724771559238434,
1644279156.85112,93,93000,0.723867833614349,
1644279422.63136,94,94000,0.724570751190186,
1644279587.74486,95,95000,0.729089260101318,
1644279741.46084,96,96000,0.731499135494232,
1644279961.64395,97,97000,0.730294227600098,
1644280189.80029,98,98000,0.73290491104126,
1644280420.41745,99,99000,0.73290491104126,
1644280664.09343,100,100000,0.732804477214813,0.73290491104126
1644280893.49418,101,101000,0.736017644405365,
