Wall time,Round,Iteration,Value,
1644366306.94691,1,100,0.103926099836826,
1644366334.35267,2,200,0.11075409501791,
1644366361.78601,3,300,0.133145898580551,
1644366389.24178,4,400,0.154533594846725,
1644366416.86167,5,500,0.189376443624496,
1644366444.53194,6,600,0.224118888378143,
1644366471.64923,7,700,0.239281058311462,
1644366498.92911,8,800,0.238477751612663,
1644366526.29846,9,900,0.25233456492424,
1644366553.51017,10,1000,0.247213572263718,
1644366580.82746,11,1100,0.259765028953552,
1644366608.12806,12,1200,0.257053911685944,
1644366635.22128,13,1300,0.269002914428711,
1644366662.38256,14,1400,0.27532884478569,
1644366689.81194,15,1500,0.287880301475525,
1644366717.03157,16,1600,0.291595548391342,
1644366744.10615,17,1700,0.29470831155777,
1644366771.2131,18,1800,0.306858122348785,
1644366798.36517,19,1900,0.307259768247604,
1644366825.51949,20,2000,0.319309175014496,
1644366852.76551,21,2100,0.323024392127991,
1644366879.98756,22,2200,0.338588207960129,
1644366907.15461,23,2300,0.347123205661774,
1644366934.44174,24,2400,0.352645844221115,
1644366961.50285,25,2500,0.355156153440475,
1644366988.83157,26,2600,0.365900188684463,
1644367016.65128,27,2700,0.367004722356796,
1644367043.91807,28,2800,0.375539720058441,
1644367071.45228,29,2900,0.382769346237183,
1644367098.72736,30,3000,0.386785835027695,
1644367126.04978,31,3100,0.377146303653717,
1644367153.57318,32,3200,0.401646763086319,
1644367180.95422,33,3300,0.405161172151566,
1644367208.31781,34,3400,0.413997381925583,
1644367235.68085,35,3500,0.417009741067886,
1644367263.04084,36,3600,0.423837721347809,
1644367290.0867,37,3700,0.427552968263626,
1644367317.28841,38,3800,0.426850080490112,
1644367344.74655,39,3900,0.43056532740593,
1644367372.00634,40,4000,0.439602375030518,
1644367399.66142,41,4100,0.436188369989395,
1644367427.00978,42,4200,0.440907716751099,
1644367454.01336,43,4300,0.441911846399307,
1644367481.65861,44,4400,0.445827901363373,
1644367508.90045,45,4500,0.4489406645298,
1644367536.53015,46,4600,0.448539018630981,
1644367563.60929,47,4700,0.445827901363373,
1644367590.74234,48,4800,0.454563707113266,
1644367618.18168,49,4900,0.460990071296692,
1644367645.30139,50,5000,0.454362899065018,
1644367672.72421,51,5100,0.469223827123642,
1644367700.02835,52,5200,0.466813951730728,
1644367727.27821,53,5300,0.468420535326004,
1644367754.35665,54,5400,0.470328360795975,
1644367781.71132,55,5500,0.474344819784164,
1644367809.23953,56,5600,0.481072396039963,
1644367836.31811,57,5700,0.487297922372818,
1644367863.87311,58,5800,0.485490500926971,
1644367891.3767,59,5900,0.491615623235703,
1644367918.62958,60,6000,0.487799972295761,
1644367946.17838,61,6100,0.488904505968094,
1644367973.1839,62,6200,0.49934732913971,
1644368000.52293,63,6300,0.506878197193146,
1644368027.57475,64,6400,0.501757204532623,
1644368054.89658,65,6500,0.508886456489563,
1644368082.07298,66,6600,0.516216516494751,
1644368109.38195,67,6700,0.511697947978973,
1644368136.90044,68,6800,0.506878197193146,
1644368163.91726,69,6900,0.522843658924103,
1644368191.23878,70,7000,0.522140800952911,
1644368218.47702,71,7100,0.52424943447113,
1644368245.64982,72,7200,0.530474960803986,
1644368273.22079,73,7300,0.528667509555817,
1644368300.47952,74,7400,0.52766340970993,
1644368327.64051,75,7500,0.517622232437134,
1644368355.02746,76,7600,0.525554776191711,
1644368382.21022,77,7700,0.523245334625244,
