Wall time,Round,Iteration,Value,Max Value,
1644428540.0645,1,,0.150907561182976,0.150907561182976,
1644428578.13895,2,,0.108801178634167,0.150907561182976,
1644428616.44018,3,,0.087484173476696,0.150907561182976,
1644428654.73414,4,,0.111861541867256,0.150907561182976,
1644428692.87949,5,,0.152384966611862,0.152384966611862,
1644428730.90573,6,,0.185415789484978,0.185415789484978,
1644428768.56872,7,,0.172752216458321,0.185415789484978,
1644428806.00789,8,,0.16747573018074,0.185415789484978,
1644428843.65342,9,,0.115555085241795,0.185415789484978,
1644428881.44814,10,,0.194174751639366,0.194174751639366,
1644428919.26172,11,,0.232271000742912,0.232271000742912,
1644428957.05248,12,,0.177501052618027,0.232271000742912,
1644428995.04626,13,,0.186787679791451,0.232271000742912,
1644429032.36204,14,,0.158822283148766,0.232271000742912,
1644429069.67824,15,,0.135183617472649,0.232271000742912,
1644429107.08338,16,,0.140987753868103,0.232271000742912,
1644429144.25311,17,,0.207577034831047,0.232271000742912,
1644429181.91006,18,,0.237336426973343,0.237336426973343,
1644429218.85808,19,,0.15386238694191,0.237336426973343,
1644429256.08894,20,,0.192064166069031,0.237336426973343,
1644429293.10738,21,,0.224883913993835,0.237336426973343,
1644429330.09334,22,,0.206205144524574,0.237336426973343,
1644429367.03517,23,,0.148902490735054,0.237336426973343,
1644429404.18549,24,,0.144048124551773,0.237336426973343,
1644429441.03832,25,,0.135711267590523,0.237336426973343,
1644429477.95968,26,,0.228577464818954,0.237336426973343,
1644429514.86317,27,,0.217602357268333,0.237336426973343,
1644429552.10373,28,,0.201245248317718,0.237336426973343,
1644429589.00092,29,,0.151013091206551,0.237336426973343,
1644429625.94074,30,,0.220135077834129,0.237336426973343,
1644429662.94118,31,,0.218974247574806,0.237336426973343,
1644429700.37336,32,,0.245778813958168,0.245778813958168,
1644429737.13817,33,,0.262452512979507,0.262452512979507,
1644429774.19013,34,,0.217918947339058,0.262452512979507,
1644429811.27829,35,,0.298543691635132,0.298543691635132,
1644429848.36882,36,,0.24978893995285,0.298543691635132,
1644429885.71737,37,,0.231743350625038,0.298543691635132,
1644429922.8387,38,,0.21950189769268,0.298543691635132,
1644429960.18451,39,,0.255170971155167,0.298543691635132,
1644429997.61915,40,,0.319649636745453,0.319649636745453,
1644430034.83239,41,,0.242612913250923,0.319649636745453,
1644430071.82311,42,,0.231637820601463,0.319649636745453,
1644430108.54352,43,,0.265407353639603,0.319649636745453,
1644430145.7663,44,,0.31078514456749,0.319649636745453,
1644430182.66243,45,,0.286513298749924,0.319649636745453,
1644430219.47298,46,,0.229949340224266,0.319649636745453,
1644430256.54138,47,,0.211481630802155,0.319649636745453,
1644430293.94521,48,,0.243035033345222,0.319649636745453,
1644430331.1649,49,,0.192908406257629,0.319649636745453,
1644430368.12375,50,,0.268045574426651,0.319649636745453,
1644430405.24556,51,,0.259814262390137,0.319649636745453,
1644430442.17018,52,,0.252638250589371,0.319649636745453,
1644430479.2877,53,,0.301181942224503,0.319649636745453,
1644430518.03496,54,,0.336006760597229,0.336006760597229,
1644430555.15503,55,,0.285246938467026,0.336006760597229,
1644430592.54933,56,,0.187104269862175,0.336006760597229,
1644430629.53869,57,,0.239974677562714,0.336006760597229,
1644430666.69174,58,,0.247256219387054,0.336006760597229,
1644430703.67196,59,,0.335901230573654,0.336006760597229,
1644430740.88883,60,,0.224039673805237,0.336006760597229,
1644430777.87754,61,,0.317222446203232,0.336006760597229,
1644430814.97921,62,,0.320071756839752,0.336006760597229,
1644430852.19914,63,,0.29632756114006,0.336006760597229,
1644430889.18312,64,,0.338117361068726,0.338117361068726,
1644430926.15971,65,,0.258125782012939,0.338117361068726,
1644430963.10026,66,,0.277965396642685,0.338117361068726,
1644430999.93854,67,,0.312790215015411,0.338117361068726,
1644431037.12824,68,,0.30265936255455,0.338117361068726,
1644431074.13658,69,,0.375263810157776,0.375263810157776,
1644431111.13994,70,,0.33537358045578,0.375263810157776,
1644431148.15325,71,,0.325453788042068,0.375263810157776,
1644431185.24117,72,,0.366082727909088,0.375263810157776,
1644431222.24388,73,,0.272899955511093,0.375263810157776,
1644431259.26856,74,,0.317116916179657,0.375263810157776,
1644431296.01754,75,,0.350147753953934,0.375263810157776,
1644431332.78257,76,,0.345293372869492,0.375263810157776,
1644431369.6847,77,,0.334107220172882,0.375263810157776,
1644431406.68476,78,,0.326192498207092,0.375263810157776,
1644431443.80062,79,,0.315745025873184,0.375263810157776,
1644431480.94619,80,,0.322498947381973,0.375263810157776,
1644431518.09353,81,,0.349831163883209,0.375263810157776,
1644431555.17618,82,,0.386766582727432,0.386766582727432,
1644431592.2005,83,,0.306036293506622,0.386766582727432,
1644431629.18307,84,,0.28556352853775,0.386766582727432,
1644431666.29036,85,,0.368720978498459,0.386766582727432,
1644431703.23707,86,,0.322710007429123,0.386766582727432,
1644431740.17087,87,,0.305930763483047,0.386766582727432,
1644431777.10048,88,,0.330097079277039,0.386766582727432,
1644431814.26973,89,,0.414943009614944,0.414943009614944,
1644431851.26884,90,,0.356796115636826,0.414943009614944,
1644431888.30347,91,,0.271844655275345,0.414943009614944,
1644431925.12507,92,,0.339278191328049,0.414943009614944,
1644431962.34328,93,,0.389193743467331,0.414943009614944,
1644431999.49047,94,,0.373786419630051,0.414943009614944,
1644432036.80194,95,,0.370726048946381,0.414943009614944,
1644432073.7062,96,,0.315533965826035,0.414943009614944,
1644432110.84413,97,,0.35711270570755,0.414943009614944,
1644432147.7114,98,,0.412726879119873,0.414943009614944,
1644432184.69724,99,,0.407555937767029,0.414943009614944,
1644432221.5728,100,,0.308041363954544,0.414943009614944,
1644432258.66928,101,,0.351836204528809,0.414943009614944,
1644432295.40317,102,,0.389404803514481,0.414943009614944,
1644432332.37176,103,,0.379907131195068,0.414943009614944,
1644432369.4573,104,,0.41483747959137,0.414943009614944,
1644432406.49984,105,,0.375896990299225,0.414943009614944,
1644432443.45273,106,,0.3739974796772,0.414943009614944,
1644432480.43917,107,,0.383706212043762,0.414943009614944,
1644432517.41655,108,,0.308463484048843,0.414943009614944,
1644432554.42353,109,,0.278598576784134,0.414943009614944,
1644432591.2913,110,,0.357534825801849,0.414943009614944,
1644432628.35713,111,,0.394364714622498,0.414943009614944,
1644432665.38305,112,,0.263085693120956,0.414943009614944,
1644432702.31361,113,,0.334107220172882,0.414943009614944,
1644432739.61068,114,,0.345082312822342,0.414943009614944,
1644432776.53686,115,,0.297171801328659,0.414943009614944,
1644432813.81261,116,,0.307091593742371,0.414943009614944,
1644432850.76865,117,,0.403967916965485,0.414943009614944,
1644432887.65841,118,,0.315956085920334,0.414943009614944,
1644432924.56648,119,,0.319544106721878,0.414943009614944,
1644432961.55449,120,,0.31848880648613,0.414943009614944,
1644432998.99743,121,,0.306775003671646,0.414943009614944,
1644433036.11629,122,,0.346770793199539,0.414943009614944,
1644433073.15229,123,,0.281658917665482,0.414943009614944,
1644433110.13668,124,,0.330835789442062,0.414943009614944,
1644433147.26138,125,,0.28271421790123,0.414943009614944,
1644433184.10328,126,,0.274482905864716,0.414943009614944,
1644433221.01638,127,,0.410088658332825,0.414943009614944,
1644433257.95035,128,,0.339700281620026,0.414943009614944,
1644433294.94872,129,,0.352469384670258,0.414943009614944,
