Wall time,Round,Iteration,Value,Max Value,
1644427294.85025,64,,0.290523439645767,0.303820163011551,
1644427328.29648,65,,0.204622209072113,0.303820163011551,
1644427361.22524,66,,0.259075552225113,0.303820163011551,
1644427393.28588,67,,0.260025322437286,0.303820163011551,
1644427426.09574,68,,0.316272675991058,0.316272675991058,
1644427458.68874,69,,0.29938793182373,0.316272675991058,
1644427491.37518,70,,0.298965811729431,0.316272675991058,
1644427523.87785,71,,0.292950600385666,0.316272675991058,
1644427556.21041,72,,0.241557613015175,0.316272675991058,
1644427589.44887,73,,0.22520050406456,0.316272675991058,
1644427623.064,74,,0.250422120094299,0.316272675991058,
1644427655.25476,75,,0.313739985227585,0.316272675991058,
1644427687.07113,76,,0.308463484048843,0.316272675991058,
1644427719.54791,77,,0.220346137881279,0.316272675991058,
1644427752.20134,78,,0.25306037068367,0.316272675991058,
1644427785.57809,79,,0.303820163011551,0.316272675991058,
1644427818.24478,80,,0.329886019229889,0.329886019229889,
1644427851.02298,81,,0.259603202342987,0.329886019229889,
1644427883.3173,82,,0.364288717508316,0.364288717508316,
1644427915.88306,83,,0.220979318022728,0.364288717508316,
1644427949.45181,84,,0.294850140810013,0.364288717508316,
1644427983.00878,85,,0.236070066690445,0.364288717508316,
1644428016.72334,86,,0.148796960711479,0.364288717508316,
1644428049.99818,87,,0.331152379512787,0.364288717508316,
1644428083.48154,88,,0.306036293506622,0.364288717508316,
1644428116.86344,89,,0.370409458875656,0.370409458875656,
1644428149.65236,90,,0.336006760597229,0.370409458875656,
1644428183.12951,91,,0.273322075605392,0.370409458875656,
1644428216.12834,92,,0.297488391399384,0.370409458875656,
1644428249.3368,93,,0.320704936981201,0.370409458875656,
1644428282.5909,94,,0.341283231973648,0.370409458875656,
1644428314.04666,95,,0.318805396556854,0.370409458875656,
1644428346.04933,96,,0.254643321037292,0.370409458875656,
1644428377.76447,97,,0.363972127437592,0.370409458875656,
1644428409.77498,98,,0.353735744953156,0.370409458875656,
1644428445.46701,99,,0.379907131195068,0.379907131195068,
1644428481.06817,100,,0.306669473648071,0.379907131195068,
1644428517.3016,101,,0.279653877019882,0.379907131195068,
1644428554.40433,102,,0.303292542695999,0.379907131195068,
1644428590.68284,103,,0.3028704226017,0.379907131195068,
1644428626.55525,104,,0.38497257232666,0.38497257232666,
1644428662.12941,105,,0.340333461761475,0.38497257232666,
1644428697.8917,106,,0.385816812515259,0.385816812515259,
1644428735.27498,107,,0.394259184598923,0.394259184598923,
1644428770.92256,108,,0.300970882177353,0.394259184598923,
1644428806.64035,109,,0.244090333580971,0.394259184598923,
1644428843.08297,110,,0.328936249017715,0.394259184598923,
1644428879.8092,111,,0.314478695392609,0.394259184598923,
1644428916.56404,112,,0.237547487020493,0.394259184598923,
1644428952.78039,113,,0.345082312822342,0.394259184598923,
1644428989.09122,114,,0.305086523294449,0.394259184598923,
1644429026.08341,115,,0.239763617515564,0.394259184598923,
1644429064.15976,116,,0.281236797571182,0.394259184598923,
1644429101.81767,117,,0.271211475133896,0.394259184598923,
1644429139.18507,118,,0.311312794685364,0.394259184598923,
1644429174.66979,119,,0.261608272790909,0.394259184598923,
1644429209.87636,120,,0.24472351372242,0.394259184598923,
1644429245.45283,121,,0.231004640460014,0.394259184598923,
1644429280.98026,122,,0.240607857704163,0.394259184598923,
1644429317.73112,123,,0.131173491477966,0.394259184598923,
1644429355.01792,124,,0.21707472205162,0.394259184598923,
1644429391.93981,125,,0.20588855445385,0.394259184598923,
1644429430.97233,126,,0.238919377326965,0.394259184598923,
1644429470.19623,127,,0.282608687877655,0.394259184598923,
1644429506.72553,128,,0.225728154182434,0.394259184598923,
1644429543.99257,129,,0.221718028187752,0.394259184598923,
1644429581.58622,130,,0.297699451446533,0.394259184598923,
1644429617.98951,131,,0.247467279434204,0.394259184598923,
1644429654.99581,132,,0.260341912508011,0.394259184598923,
1644429691.24523,133,,0.341705352067947,0.394259184598923,
1644429727.747,134,,0.33843395113945,0.394259184598923,
1644429764.27081,135,,0.272266775369644,0.394259184598923,
1644429800.93538,136,,0.194174751639366,0.394259184598923,
1644429838.46766,137,,0.374314069747925,0.394259184598923,
1644429875.65412,138,,0.309518784284592,0.394259184598923,
1644429912.58192,139,,0.375896990299225,0.394259184598923,
1644429950.37462,140,,0.291156619787216,0.394259184598923,
1644429988.87848,141,,0.288940489292145,0.394259184598923,
1644430026.19474,142,,0.301076412200928,0.394259184598923,
1644430063.97492,143,,0.390460103750229,0.394259184598923,
1644430101.80501,144,,0.314373165369034,0.394259184598923,
1644430140.60964,145,,0.319333046674728,0.394259184598923,
1644430177.29666,146,,0.29674968123436,0.394259184598923,
1644430214.32168,147,,0.245462223887444,0.394259184598923,
1644430251.66633,148,,0.379273951053619,0.394259184598923,
1644430289.2474,149,,0.396264255046844,0.396264255046844,
1644430325.18586,150,,0.325453788042068,0.396264255046844,
1644430362.60726,151,,0.300021111965179,0.396264255046844,
1644430399.33335,152,,0.140882223844528,0.396264255046844,
1644430435.6474,153,,0.212009280920029,0.396264255046844,
1644430474.03329,154,,0.306458413600922,0.396264255046844,
1644430510.93536,155,,0.308885604143143,0.396264255046844,
1644430547.70524,156,,0.287990719079971,0.396264255046844,
1644430585.21472,157,,0.245778813958168,0.396264255046844,
1644430624.05428,158,,0.371781349182129,0.396264255046844,
1644430666.45208,159,,0.34613761305809,0.396264255046844,
1644430707.17148,160,,0.332629799842834,0.396264255046844,
1644430746.60119,161,,0.29368931055069,0.396264255046844,
1644430785.35142,162,,0.231004640460014,0.396264255046844,
1644430826.81184,163,,0.248628109693527,0.396264255046844,
1644430866.20442,164,,0.407450407743454,0.407450407743454,
1644430905.54017,165,,0.341177701950073,0.407450407743454,
1644430942.96899,166,,0.350780934095383,0.407450407743454,
1644430980.51831,167,,0.405128747224808,0.407450407743454,
1644431017.11985,168,,0.318805396556854,0.407450407743454,
1644431054.67973,169,,0.424229621887207,0.424229621887207,
1644431091.45519,170,,0.377902060747147,0.424229621887207,
1644431126.6154,171,,0.368932038545609,0.424229621887207,
1644431163.17392,172,,0.310257494449615,0.424229621887207,
1644431199.35446,173,,0.324926137924194,0.424229621887207,
1644431235.16511,174,,0.349514573812485,0.424229621887207,
1644431271.75602,175,,0.406289577484131,0.424229621887207,
1644431307.67337,176,,0.338117361068726,0.424229621887207,
1644431343.98046,177,,0.2414520829916,0.424229621887207,
1644431379.82799,178,,0.311101734638214,0.424229621887207,
1644431415.20788,179,,0.22298438847065,0.424229621887207,
1644431452.02609,180,,0.338539481163025,0.424229621887207,
1644431488.46258,181,,0.374314069747925,0.424229621887207,
1644431524.92568,182,,0.266568183898926,0.424229621887207,
1644431562.22578,183,,0.299704521894455,0.424229621887207,
1644431599.49427,184,,0.364921897649765,0.424229621887207,
1644431635.22442,185,,0.286302238702774,0.424229621887207,
1644431671.12114,186,,0.332629799842834,0.424229621887207,
1644431706.63765,187,,0.284613758325577,0.424229621887207,
1644431742.07585,188,,0.412093698978424,0.424229621887207,
1644431778.74992,189,,0.420219510793686,0.424229621887207,
1644431815.40164,190,,0.318594336509705,0.424229621887207,
1644431852.4987,191,,0.322604477405548,0.424229621887207,
1644431888.76817,192,,0.399641185998917,0.424229621887207,
1644431924.65071,193,,0.332735329866409,0.424229621887207,
1644431960.83325,194,,0.365132957696915,0.424229621887207,
1644431996.69829,195,,0.312368094921112,0.424229621887207,
1644432032.25619,196,,0.39594766497612,0.424229621887207,
1644432067.90196,197,,0.421591401100159,0.424229621887207,
1644432103.82615,198,,0.348459273576736,0.424229621887207,
1644432139.25663,199,,0.389404803514481,0.424229621887207,
1644432176.46432,200,,0.448818057775497,0.448818057775497,0.448818057775497
